17,0,17,17,17,30,30,52,49,0,0,0,2,
17,0,17,17,17,30,30,52,30,0,0,0,22,
17,0,17,17,17,30,30,52,24,0,0,0,28,
17,0,17,17,17,30,30,52,24,0,0,0,28,
17,0,17,17,17,30,30,52,21,0,0,0,31,
17,0,17,17,17,30,30,52,21,0,0,0,31,
17,0,17,17,17,30,30,52,21,0,0,0,31,
17,0,17,17,17,30,30,52,17,0,0,0,35,
17,0,17,17,17,30,30,52,17,0,0,0,35,
17,0,17,17,17,30,30,52,17,0,0,0,35,
17,0,18,17,18,30,30,52,14,0,0,0,36,
17,0,18,17,18,30,30,52,6,0,0,0,46,
17,0,18,17,18,30,31,52,3,0,0,0,50,
17,0,18,17,18,30,31,52,1,0,0,0,52,
17,0,18,17,18,30,32,52,0,0,0,0,55,
17,0,19,17,19,30,32,52,0,0,0,0,56,
17,0,19,17,19,30,32,52,0,0,0,0,56,
17,0,19,17,19,30,32,52,0,0,0,0,56,
17,0,134,17,134,30,233,52,0,0,0,0,403,
17,0,311,17,311,30,539,52,0,0,0,0,744,
17,0,685,17,685,30,1186,52,0,0,0,0,2055,
17,0,702,17,702,30,1217,52,0,0,0,0,2107,
17,0,702,17,702,30,1217,52,0,0,0,0,2107,
17,0,751,17,751,30,1300,52,0,0,0,0,2252,
17,0,966,17,966,30,1673,52,0,0,0,0,2898,
17,0,1344,17,1344,30,2328,52,0,0,0,0,4032,
17,0,1363,17,1363,30,2361,52,0,0,0,0,4090,
17,0,1363,17,1363,30,2361,52,0,0,0,0,4090,
17,0,1363,17,1363,30,2361,52,0,0,0,0,4090,
17,0,1363,17,1363,30,2361,52,0,0,0,0,4090,
17,0,1363,17,1363,30,2361,52,0,0,0,0,4090,
17,0,1401,17,1401,30,2427,52,0,0,0,0,4205,
17,0,1658,17,1658,30,2872,52,0,0,0,0,4974,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5155,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5155,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5155,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5155,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5155,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5155,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5156,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5156,
17,0,1718,17,1718,30,2976,52,0,0,0,0,5156,
18,0,1719,18,1719,30,2977,53,0,0,0,0,5156,
18,0,1719,18,1719,31,2977,53,0,0,0,0,5157,
18,0,1719,18,1719,31,2978,54,0,0,0,0,5159,
25,0,1733,25,1733,43,3002,75,0,0,0,0,5200,
31,0,1754,31,1754,53,3039,92,0,0,0,0,5264,
31,0,1758,31,1758,54,3046,93,0,0,0,0,5276,
31,0,1758,31,1758,54,3046,93,0,0,0,0,5276,
35,0,1876,35,1876,60,3249,104,0,0,0,0,5628,
35,0,1895,35,1895,60,3282,104,0,0,0,0,5684,
35,0,1895,35,1895,60,3282,104,0,0,0,0,5685,
35,0,1907,35,1907,60,3303,104,0,0,0,0,5722,
35,0,1943,35,1943,60,3366,104,0,0,0,0,5831,
35,0,1943,35,1943,60,3366,104,0,0,0,0,5831,
35,0,2028,35,2028,60,3513,104,0,0,0,0,6085,
35,0,2293,35,2293,60,3972,104,0,0,0,0,6880,
35,0,2322,35,2322,60,4021,104,0,0,0,0,6966,
35,0,2322,35,2322,60,4021,104,0,0,0,0,6966,
35,0,2322,35,2322,60,4021,104,0,0,0,0,6966,
35,0,2322,35,2322,60,4021,104,0,0,0,0,6966,
35,0,2322,35,2322,60,4022,104,0,0,0,0,6966,
35,0,2322,35,2322,60,4022,104,0,0,0,0,6966,
35,0,2496,35,2461,60,4262,104,0,0,0,0,7382,
35,0,2555,35,2555,60,4425,104,0,0,0,0,7666,
35,0,2556,35,2556,60,4428,104,0,0,0,0,7670,
35,0,2569,35,2566,60,4445,104,0,0,0,0,7700,
35,0,2629,35,2629,60,4544,104,0,0,0,0,7871,
35,0,2629,35,2629,60,4554,104,0,0,0,0,7888,
35,0,2629,35,2629,60,4554,104,0,0,0,0,7888,
35,0,2629,35,2629,60,4554,104,0,0,0,0,7888,
35,0,2629,35,2629,60,4554,104,0,0,0,0,7888,
35,0,2626,35,2626,60,4549,104,0,0,0,0,7877,
35,0,2626,35,2626,60,4549,104,0,0,0,0,7877,
35,0,2626,35,2626,60,4549,104,0,0,0,0,7877,
35,0,2626,35,2626,60,4549,104,0,0,0,0,7877,
35,0,2626,35,2626,60,4549,104,0,0,0,0,7877,
35,0,2626,35,2626,60,4549,104,0,0,0,0,7877,
35,0,2544,35,2544,60,4469,104,0,0,0,0,7720,
35,0,2449,35,2449,60,4242,104,0,0,0,0,7272,
35,0,2449,35,2449,60,4242,104,0,0,0,0,7272,
